RESPID_AP20,LANGUAGE_AP20,INTERVIEW_START_AP20,INTERVIEW_END_AP20,ECON1MOD_AP20,ECON1BMOD_AP20,TYPOLOGYb_AP20,COVIDWORK_a_AP20,COVIDWORK_b_AP20,COMATTACH_AP20,VET1_AP20,VOL12_CPS_AP20,HLTHRATE_AP20,DISA_AP20,ROBWRK_AP20,RESPFUT_AP20,EMINUSE_AP20,INTMOB_AP20,INTFREQ_AP20,HOMEINTSERV_AP20,SMUSE_a_AP20,SMUSE_b_AP20,SMUSE_c_AP20,SMUSE_d_AP20,SMUSE_e_AP20,SMUSE_f_AP20,SMUSE_g_AP20,SMUSE_h_AP20,BOOKS_AP20,RADIO_AP20,DEVICE1a_AP20,SMART2_AP20,RELIG_AP20,BORN_AP20,ATTEND_AP20,RELIMP_AP20,PRAY_AP20,REG_AP20,INSURANCE_AP20,SEXASK_AP20,MARITAL_AP20,PARTY_AP20,PARTYLN_AP20,HISP_AP20,RACEMOD_1_AP20,RACEMOD_2_AP20,RACEMOD_3_AP20,RACEMOD_4_AP20,RACEMOD_5_AP20,RACEMOD_6_AP20,RACECMB_AP20,AGE_AP20,EDUC_ACS_AP20,NUMADULTS_AP20,NATIVITY_AP20,INCOME_AP20,REGION_NAME,MSA,MODE,BASEWEIGHT,WEIGHT
2075.0,English,2020-07-27,,Only fair,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Not at all attached,"No, nobody in household",Yes,Very good,No,Probably not happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this",7.0,Yes,"Yes, have a cellphone","Yes, smartphone",Agnostic,"No, not born-again or evangelical Christian",A few times a year,Not too important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,32.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",1.0,U.S.,"$100,000 to less than $150,000",West,Metropolitan Statistical Area,Mail,0.8133165008323275,0.446524603754827
2076.0,English,2020-07-27,,Excellent,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",No,Good,No,Probably not happen,The federal government,Yes,Yes,Several times a day,Satellite service received through a satellite dish installed at home,"Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once a week,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,32.0,"Associate’s degree (for example: AA, AS)",2.0,U.S.,"$10,000 to less than $20,000",Midwest,Micropolitan Statistical Area,Mail,2.1311079940977207,1.0550067971204466
2077.0,English,2020-07-27,,Only fair,Worse,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Very good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",1.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not too important,Seldom,"You are PROBABLY registered, but there is a chance your registration has lapsed",Not covered by health insurance,Male,Never been married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,32.0,GED or alternative credential,2.0,U.S.,"$20,000 to less than $30,000",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,4.782542232953069
2078.0,English,2020-07-27,,Poor,Worse,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Good,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this",30.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Once or twice a month,Very important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,32.0,"Associate’s degree (for example: AA, AS)",1.0,U.S.,"$20,000 to less than $30,000",Midwest,Metropolitan Statistical Area,Mail,0.9850835826058248,0.727865328483551
2079.0,English,2020-07-27,,Only fair,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,Yes,0.0,0.0,Asian or Asian-American,0.0,0.0,0.0,Asian or Asian-American,33.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Mail,2.1311079940977207,0.4385864805328516
2080.0,English,2020-07-27,,Excellent,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this",13.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,33.0,"Some college credit, but less than 1 year of college credit",1.0,U.S.,"$75,000 to less than $100,000",Northeast,Metropolitan Statistical Area,Mail,1.0655539970488603,1.3553621546059191
2081.0,English,2020-07-27,,Poor,Worse,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",Yes,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,Satellite service received through a satellite dish installed at home,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,33.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$150,000 or more",West,Metropolitan Statistical Area,Mail,2.1311079940977207,0.7800908395588528
2082.0,English,2020-07-27,,Good,Worse,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably not happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Female,Married,Republican,,Yes,White,0.0,0.0,0.0,0.0,0.0,White,33.0,"Some college credit, but less than 1 year of college credit",2.0,U.S.,"$20,000 to less than $30,000",West,Metropolitan Statistical Area,Mail,2.1311079940977207,0.8670415202398557
2083.0,English,2020-07-27,,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",Yes,Good,No,Probably happen,Employers,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",1.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Living with a partner,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,34.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Mail,2.1311079940977207,0.8025520567627012
2084.0,English,2020-07-27,,Excellent,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Good,No,Definitely happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this",Refused,Refused,Refused,Refused,Refused,Refused,2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Hindu,"No, not born-again or evangelical Christian",A few times a year,Very important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,0.0,0.0,Asian or Asian-American,0.0,0.0,0.0,Asian or Asian-American,34.0,12th Grade – NO DIPLOMA,4.0,Another country,"$30,000 to less than $40,000",Midwest,Metropolitan Statistical Area,Mail,2.4399495024969826,3.9527887536816326
2085.0,English,2020-07-27,,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Probably not happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,"No, not born-again or evangelical Christian",Seldom,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,34.0,"Professional degree beyond a bachelor’s degree (for example: MD, DDS, DVM, LLB, JD)",2.0,U.S.,"$150,000 or more",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,1.029019415857368
2086.0,English,2020-07-27,,Excellent,Worse,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,34.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$150,000 or more",Northeast,Metropolitan Statistical Area,Mail,2.1311079940977207,1.1758059455650536
2087.0,English,2020-07-27,,Poor,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Not at all attached,"No, nobody in household",Yes,Fair,Yes,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this",8.0,No,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",A few times a year,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,34.0,"Associate’s degree (for example: AA, AS)",1.0,U.S.,"$30,000 to less than $40,000",West,Metropolitan Statistical Area,Mail,1.0655539970488603,0.8749018334911725
2088.0,English,2020-07-27,,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",Yes,Excellent,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",10.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Something else,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,34.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",1.0,U.S.,"$40,000 to less than $50,000",West,Metropolitan Statistical Area,Mail,1.0655539970488603,0.3975206232901589
2089.0,English,2020-07-27,,Good,Worse,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Very good,No,Definitely happen,Refused,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Never,Not too important,Once a week,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,35.0,"1 or more years of college credit, no degree",1.0,U.S.,"$40,000 to less than $50,000",Midwest,Metropolitan Statistical Area,Mail,1.0655539970488603,0.7059523538793258
